id,match_id,competition_name,season_name,is_goal
ba46e9d6-e828-4599-952c-39c1f7d22659,3890561,1. Bundesliga,2015/2016,0
85d67225-30fb-47c8-b478-cf568941a164,3890561,1. Bundesliga,2015/2016,1
adac17d3-5e67-4e8c-b482-4bae2f36e06e,3890561,1. Bundesliga,2015/2016,0
abffd193-62bc-4c8d-8636-1e3f0f0ebbe5,3890561,1. Bundesliga,2015/2016,1
d9cea903-f92a-40e1-a393-1a849d83f157,3890561,1. Bundesliga,2015/2016,0
92ef54cd-5bb9-4b42-9d82-e60aa070e5a8,3890561,1. Bundesliga,2015/2016,0
fd99f442-49ae-4724-87e8-2512e4a5d9c6,3890561,1. Bundesliga,2015/2016,0
c4d9a52d-7469-472f-a7e1-70d5a0fe2049,3890561,1. Bundesliga,2015/2016,0
e06ae8d9-fdf1-434d-8526-77b9de23c2d5,3890561,1. Bundesliga,2015/2016,1
cb389b59-0d50-4094-9bcb-5ddfab790447,3890561,1. Bundesliga,2015/2016,0
4aaf9747-c33d-4f76-bb0f-d25ad1ebe7c6,3890561,1. Bundesliga,2015/2016,0
3a04baf2-b287-40c9-b614-608b323087c9,3890561,1. Bundesliga,2015/2016,0
54e14238-0b3a-47ab-a5cf-f56083a7a991,3890561,1. Bundesliga,2015/2016,0
d740d3a5-3ebb-4887-8b11-2153ad9e958f,3890561,1. Bundesliga,2015/2016,0
c2fe343c-a890-4a42-b7c0-33b4a5ccefcf,3890561,1. Bundesliga,2015/2016,1
4cd68d3a-7161-4803-9c2c-75771fb67c82,3890561,1. Bundesliga,2015/2016,0
bbb0517f-9929-406c-957a-c4aefcb20ea9,3890561,1. Bundesliga,2015/2016,0
8d013eff-82ac-4fe9-8204-e99815883a61,3890561,1. Bundesliga,2015/2016,0
74860a2b-979f-4f2b-b86c-32243907739b,3890561,1. Bundesliga,2015/2016,0
07536e21-de08-4fb5-9e29-85b7370d2acd,3890561,1. Bundesliga,2015/2016,0
