id,match_id,competition_name,season_name,is_goal
7b6ab918-87a4-4933-85b7-d8965938a45e,3775648,FA Women's Super League,2020/2021,0
0ba83eaf-b15d-4879-9ee5-cba49421bd89,3775648,FA Women's Super League,2020/2021,0
ea3ebaf8-8dcd-4147-8e41-272d77cd3546,3775648,FA Women's Super League,2020/2021,0
85b4eba6-a1b6-4665-85bb-c5de41a0e74d,3775648,FA Women's Super League,2020/2021,0
c6ff3786-bf7f-4f81-ac6d-3acccf21073b,3775648,FA Women's Super League,2020/2021,0
e51ab6b3-5ce6-480b-af15-e29a5c567ce4,3775648,FA Women's Super League,2020/2021,0
054bb7b6-dedb-4e80-ac72-9d74a2e5e9b2,3775648,FA Women's Super League,2020/2021,0
478e0517-4507-4a77-8d66-c144d8e1d348,3775648,FA Women's Super League,2020/2021,0
d121aa41-9747-49e5-910f-f7a1d316cd13,3775648,FA Women's Super League,2020/2021,0
bac17825-64d1-45a1-9a7b-d9b5bd1f8da8,3775648,FA Women's Super League,2020/2021,0
be5e7e87-91b4-49ea-b78e-4c37c2306d66,3775648,FA Women's Super League,2020/2021,0
4344c703-f327-4f50-9cd9-c64644615bbd,3775648,FA Women's Super League,2020/2021,0
4d798d26-6498-4df3-a5ed-8582d8a7df57,3775648,FA Women's Super League,2020/2021,0
3271c139-d5e2-456c-850c-d6be0146ebd4,3775648,FA Women's Super League,2020/2021,0
cf7d5839-68bb-4dd2-a3b5-79cda7e3de2a,3775648,FA Women's Super League,2020/2021,0
7e70fc12-2242-434b-995f-6f17d4a5643f,3775648,FA Women's Super League,2020/2021,0
b44bc470-86f7-4781-9d70-312c062fbb8e,3775648,FA Women's Super League,2020/2021,0
e985316c-8334-4db4-9c0a-8149175a4d9c,3775648,FA Women's Super League,2020/2021,0
cf3ba359-fbfd-4376-b065-8f8b03ee5bc9,3775648,FA Women's Super League,2020/2021,0
94fe31be-7849-4df5-b57e-33d6fbf21dd9,3775648,FA Women's Super League,2020/2021,1
438da5d4-5cc5-452a-a3df-008bbe94245b,3775648,FA Women's Super League,2020/2021,0
f8a8910b-655f-4c1d-b1e5-b286dce46638,3775648,FA Women's Super League,2020/2021,0
bb275b47-ab07-452a-a696-425e43048b1f,3775648,FA Women's Super League,2020/2021,1
7a207fe5-1065-49a3-8514-1cd5e2e5a722,3775648,FA Women's Super League,2020/2021,0
004d9426-21ec-420a-81fa-e5a1256e1c76,3775648,FA Women's Super League,2020/2021,0
b0a710c0-7175-4fde-94a1-e143631e6051,3775648,FA Women's Super League,2020/2021,0
0b1d1009-8ecc-4d6f-9947-ead6290eeebe,3775648,FA Women's Super League,2020/2021,0
8e6146b7-6d6f-40af-98d8-e4319e0f9e4a,3775648,FA Women's Super League,2020/2021,1
3ea45980-3c67-4570-a477-2501a4781806,3775648,FA Women's Super League,2020/2021,0
3dbf529d-babb-4689-aae9-4fd6007c29aa,3775648,FA Women's Super League,2020/2021,1
bf61e618-74cf-4dc4-91b6-e0d88539f54d,3775648,FA Women's Super League,2020/2021,0
f83f9868-1d43-4e9d-886e-ab832080afd7,3775609,FA Women's Super League,2020/2021,0
7712f855-0206-4004-a10a-365a1fb4f108,3775609,FA Women's Super League,2020/2021,0
2e476a60-43a4-4b5f-bf26-23efbd32c367,3775609,FA Women's Super League,2020/2021,0
8062ebbb-9c77-45a2-9b82-31557cd17600,3775609,FA Women's Super League,2020/2021,0
9429f99c-17e3-49f2-a9d8-75c4bf554be7,3775609,FA Women's Super League,2020/2021,0
75c575a2-7710-43aa-b886-8dde230a1362,3775609,FA Women's Super League,2020/2021,1
d2729ae7-b933-4afc-a604-2aeb74bf46ec,3775609,FA Women's Super League,2020/2021,0
537e21b2-a0e8-4ba8-843d-1ddfaf2c56fb,3775609,FA Women's Super League,2020/2021,0
9e0826bc-d035-4545-8822-fa3f7e70c12b,3775609,FA Women's Super League,2020/2021,0
c108f178-ceb2-4f00-8ed5-40d165c1c829,3775609,FA Women's Super League,2020/2021,0
1ea6fdef-58b6-48b8-b42f-e824940d5d54,3775609,FA Women's Super League,2020/2021,0
6261220b-7f17-4966-845a-db02c943d38d,3775609,FA Women's Super League,2020/2021,0
41493620-1265-444c-a984-a22c1e63aab4,3775609,FA Women's Super League,2020/2021,0
74f7260e-6feb-459d-99aa-8e3e782b0711,3775609,FA Women's Super League,2020/2021,0
8177190f-bd95-4cd4-a444-261ecf30105f,3775609,FA Women's Super League,2020/2021,0
a0a77b3b-f90c-4274-84e1-5999eb117c1d,3775609,FA Women's Super League,2020/2021,0
f5153829-f326-4000-9d88-19f8ca34286e,3775609,FA Women's Super League,2020/2021,0
c77620d7-12a8-4937-8ab5-9e015d3c25c3,3775609,FA Women's Super League,2020/2021,1
1dba170b-2d2a-46a9-a1c6-66d7ebfc8fdb,3775609,FA Women's Super League,2020/2021,0
83d906c3-6c08-4b5b-a5df-2b5030de6b1b,3775609,FA Women's Super League,2020/2021,0
